"TIME_UTC	 P	 T	 TAS	 U	 V	 W	 TEDR	 REYN	 G_LAT	 G_LONG	 G_ALT	 POT	 ROLL	 HDG	 PITCH                                                                                                                   "
"69809.57	59973	27725	13036	311	797	274	-864	556	3852989	-11560945	44693	32085	-2013	32811	255"
"69810.57	60047	27730	13061	282	769	142	-760	554	3853099	-11561016	44615	32080	-2139	32687	248"
"69811.57	60119	27737	13068	261	769	-21	-798	555	3853208	-11561090	44537	32077	-2090	32555	249"
"69812.57	60187	27746	13078	294	801	-104	-767	557	3853316	-11561165	44456	32077	-2053	32404	259"
"69813.57	60240	27755	13072	308	832	-95	-841	559	3853421	-11561247	44370	32080	-1949	32237	320"
"69814.57	60306	27762	13068	295	838	60	-670	558	3853525	-11561330	44280	32077	-1823	32118	337"
"69815.57	60378	27770	13062	280	837	2	-714	558	3853627	-11561418	44196	32076	-1428	32044	351"
"69816.57	60440	27776	13042	239	828	-139	-829	556	3853729	-11561505	44109	32074	-1253	31997	385"
"69817.57	60497	27784	13030	215	824	77	-804	558	3853828	-11561598	44027	32074	-1349	31942	395"
"69818.57	60553	27788	13055	254	822	158	-733	557	3853927	-11561689	43950	32070	-1522	31824	395"
"69819.57	60604	27795	13051	242	809	-41	-871	556	3854023	-11561783	43882	32070	-1667	31688	389"
"69820.57	60667	27801	13051	222	790	16	-686	555	3854119	-11561882	43814	32068	-1541	31621	362"
"69821.57	60718	27805	13075	259	788	-495	-600	554	3854214	-11561980	43741	32065	-1302	31538	365"
"69822.57	60767	27812	13041	237	810	-445	-625	556	3854307	-11562081	43666	32066	-1131	31474	374"
"69823.57	60825	27819	13051	239	801	-181	-580	555	3854398	-11562183	43590	32065	-1210	31434	353"
"69824.57	60881	27827	13042	248	829	-248	-1101	558	3854490	-11562286	43512	32065	-1254	31330	338"
"69825.57	60935	27836	13033	246	840	-505	-961	558	3854579	-11562390	43433	32068	-1248	31236	356"
"69826.57	60992	27845	13048	240	817	-317	-1003	557	3854668	-11562497	43352	32070	-1226	31177	355"
"69827.57	61058	27850	13065	255	814	-236	-821	557	3854755	-11562603	43270	32065	-1306	31094	330"
"69828.57	61112	27859	13061	245	814	-282	-895	557	3854842	-11562712	43188	32067	-1350	31000	331"
"69829.57	61178	27867	13078	244	799	-53	-897	555	3854927	-11562823	43102	32067	-1315	30934	312"
"69830.57	61238	27870	13121	271	780	90	-1021	556	3855011	-11562934	43015	32062	-1514	30834	311"
"69831.57	61286	27877	13136	283	780	34	-1126	556	3855093	-11563048	42929	32063	-1621	30700	333"
"69832.57	61348	27881	13166	305	761	-39	-824	555	3855175	-11563164	42845	32058	-1505	30608	330"
"69833.57	61404	27888	13162	302	769	117	-951	555	3855255	-11563280	42763	32058	-1434	30526	341"
"69834.57	61462	27894	13164	301	763	-36	-855	555	3855333	-11563398	42683	32056	-1416	30431	357"
"69835.57	61496	27900	13143	280	765	36	-807	556	3855410	-11563518	42604	32058	-1457	30335	404"
"69836.57	61553	27906	13140	287	767	114	-631	555	3855484	-11563639	42525	32056	-1294	30258	406"
"69837.57	61611	27907	13123	275	758	-102	-899	555	3855557	-11563762	42450	32049	-1261	30192	416"
"69838.57	61647	27911	13084	253	783	208	-766	556	3855629	-11563885	42378	32048	-1517	30096	431"
"69839.57	61688	27916	13044	224	793	237	-853	556	3855699	-11564009	42310	32048	-1641	29955	416"
"69840.57	61737	27921	13014	206	798	20	-708	556	3855768	-11564138	42248	32046	-1503	29870	418"
"69841.57	61805	27918	12989	192	815	116	-833	556	3855834	-11564264	42185	32032	-1414	29804	332"
"69842.57	61852	27931	13009	206	812	181	-726	555	3855898	-11564392	42119	32040	-1488	29700	290"
"69843.57	61891	27938	13007	199	816	-155	-904	556	3855961	-11564523	42049	32042	-1459	29607	324"
"69844.57	61936	27937	12920	118	868	269	-699	562	3856023	-11564653	41980	32035	-1383	29527	344"
"69845.57	62006	27947	12930	119	860	154	-730	558	3856084	-11564787	41909	32036	-1283	29441	319"
"69846.57	62054	27950	12949	131	847	71	-659	558	3856143	-11564919	41834	32032	-1322	29380	349"
"69847.57	62120	27954	12904	91	886	189	-834	559	3856201	-11565055	41746	32027	-1333	29278	340"
"69848.57	62162	27958	12865	46	880	-14	-732	559	3856257	-11565189	41665	32025	-1439	29178	364"
"69849.57	62208	27959	12790	-24	914	319	-713	560	3856310	-11565325	41585	32020	-1411	29096	405"
"69850.57	62278	27960	12805	-8	913	183	-724	561	3856364	-11565464	41508	32011	-1435	28984	374"
"69851.57	62326	27961	12827	21	916	-108	-1029	561	3856414	-11565602	41434	32005	-1538	28887	405"
"69852.57	62384	27950	12788	-11	929	-189	-656	561	3856463	-11565741	41362	31984	-1486	28774	398"
"69853.57	62438	27967	12742	-60	921	-240	-696	563	3856511	-11565880	41288	31995	-1716	28676	369"
"69854.57	62484	27982	12800	5	942	-397	-851	562	3856556	-11566021	41213	32006	-1692	28538	380"
"69855.57	62527	27970	12755	-43	932	-102	-809	561	3856599	-11566163	41135	31986	-1618	28420	381"
"69856.57	62582	27970	12710	-91	935	12	-599	560	3856641	-11566304	41057	31978	-1585	28346	390"
"69857.57	62639	27962	12671	-127	940	-340	-668	563	3856680	-11566449	40979	31960	-1538	28240	390"
"69858.57	62689	27992	12743	-56	927	-342	-841	561	3856717	-11566592	40881	31987	-1629	28139	399"
"69859.57	62754	27995	12768	-31	919	-270	-772	561	3856752	-11566737	40806	31982	-1554	28030	371"
"69860.57	62812	28001	12748	-50	921	-487	-757	561	3856785	-11566882	40738	31980	-1607	27934	374"
"69861.57	62858	28010	12750	-48	916	-592	-731	560	3856814	-11567025	40672	31984	-1567	27819	395"
"69862.57	62919	28018	12794	-3	893	-558	-823	560	3856843	-11567173	40605	31983	-1557	27727	391"
"69863.57	62980	28028	12800	4	889	-453	-704	559	3856870	-11567317	40546	31986	-1576	27636	385"
"69864.57	63043	28043	12817	20	879	-432	-769	560	3856894	-11567463	40486	31994	-1597	27521	371"
"69865.57	63097	28052	12856	57	852	-220	-657	558	3856916	-11567611	40423	31997	-1675	27423	358"
"69866.57	63155	28068	12851	49	820	-371	-687	555	3856935	-11567756	40358	32007	-1639	27322	359"
"69867.57	63200	28080	12852	49	792	-406	-603	555	3856953	-11567903	40286	32014	-1580	27235	370"
"69868.57	63266	28081	12833	31	822	-506	-737	557	3856968	-11568051	40217	32005	-1512	27148	365"
"69869.57	63331	28082	12851	53	856	-721	-702	558	3856981	-11568197	40148	31997	-1556	27013	368"
"69870.57	63384	28080	12825	28	863	-735	-773	559	3856992	-11568344	40078	31987	-1730	26903	361"
"69871.57	63445	28071	12782	-15	876	-859	-849	560	3857001	-11568491	40002	31968	-1692	26773	360"
"69872.57	63505	28065	12750	-47	909	-1061	-846	561	3857008	-11568638	39922	31952	-1624	26656	360"
"69873.57	63567	28067	12743	-56	917	-1031	-748	561	3857012	-11568786	39839	31946	-1638	26546	360"
"69874.57	63634	28067	12751	-49	911	-1156	-738	562	3857014	-11568933	39754	31936	-1713	26432	356"
"69875.57	63696	28066	12701	-103	915	-1172	-800	562	3857014	-11569078	39668	31927	-1779	26304	350"
"69876.57	63757	28057	12663	-148	938	-1348	-781	563	3857012	-11569226	39579	31907	-1791	26171	357"
"69877.57	63792	28041	12624	-191	958	-1003	-970	565	3857008	-11569372	39488	31884	-1654	26024	429"
"69878.57	63871	28035	12672	-135	934	-865	-965	563	3857001	-11569518	39399	31866	-1557	25947	404"
"69879.57	63935	28034	12654	-147	930	-1237	-884	563	3856992	-11569663	39316	31855	-1363	25867	434"
"69880.57	64010	28039	12642	-152	923	-1077	-788	562	3856981	-11569808	39238	31851	-1386	25802	377"
"69881.57	64074	28040	12653	-149	949	-1176	-873	564	3856968	-11569953	39161	31842	-1380	25708	363"
"69882.57	64131	28031	12644	-174	1000	-1141	-857	566	3856954	-11570096	39080	31824	-1403	25587	351"
"69883.57	64194	28028	12628	-190	970	-982	-864	565	3856938	-11570238	38996	31812	-1509	25492	331"
"69884.57	64259	28025	12632	-188	938	-888	-745	563	3856919	-11570381	38910	31800	-1553	25406	330"
"69885.57	64327	28035	12632	-196	931	-824	-677	563	3856899	-11570524	38823	31801	-1509	25306	319"
"69886.57	64389	28047	12616	-223	918	-668	-721	563	3856877	-11570667	38735	31806	-1533	25214	315"
"69887.57	64459	28065	12678	-176	926	-338	-736	563	3856854	-11570806	38642	31817	-1648	25096	296"
"69888.57	64529	28076	12686	-181	924	-318	-816	563	3856828	-11570948	38549	31819	-1765	24967	286"
"69889.57	64598	28086	12684	-206	942	-288	-720	564	3856800	-11571087	38456	31821	-1664	24843	289"
"69890.57	64665	28100	12691	-217	954	-290	-830	565	3856770	-11571226	38361	31828	-1587	24733	300"
"69891.57	64718	28113	12693	-218	937	-78	-895	564	3856738	-11571363	38267	31835	-1434	24642	353"
"69892.57	64800	28122	12715	-192	917	-142	-760	563	3856703	-11571501	38175	31833	-1184	24595	342"
"69893.57	64867	28139	12727	-181	914	-381	-885	563	3856667	-11571638	38091	31843	-982	24559	365"
"69894.57	64930	28151	12737	-161	882	79	-849	561	3856629	-11571774	38010	31848	-1026	24519	340"
"69895.57	64990	28157	12743	-169	893	318	-889	561	3856590	-11571911	37933	31846	-1151	24449	340"
"69896.57	65051	28164	12753	-167	905	-16	-814	562	3856550	-11572045	37856	31845	-1271	24343	337"
"69897.57	65109	28177	12751	-151	867	-200	-884	561	3856508	-11572179	37783	31852	-1417	24260	351"
"69898.57	65164	28189	12750	-148	849	-297	-889	559	3856466	-11572312	37706	31858	-1383	24184	347"
"69899.57	65219	28210	12758	-121	820	-576	-790	558	3856421	-11572444	37629	31874	-1278	24101	356"
"69900.57	65279	28241	12768	-108	809	-293	-753	556	3856375	-11572576	37550	31901	-1328	24054	364"
"69901.57	65345	28251	12784	-95	817	-481	-623	554	3856326	-11572707	37478	31902	-1287	23952	354"
"69902.57	65404	28259	12809	-79	841	-427	-700	559	3856277	-11572837	37405	31903	-1338	23878	361"
"69903.57	65467	28281	12884	10	835	-361	-550	558	3856227	-11572964	37333	31919	-1111	23803	335"
"69904.57	65533	28289	12870	3	821	-475	-719	557	3856175	-11573091	37259	31919	-575	23834	335"
"69905.57	65596	28299	12863	-35	866	-706	-668	561	3856123	-11573218	37183	31923	-295	23847	350"
"69906.57	65659	28292	12828	-53	842	-1095	-752	558	3856070	-11573346	37106	31906	-330	23823	332"
"69907.57	65723	28273	12808	-64	827	-880	-816	557	3856017	-11573471	37030	31876	-398	23832	332"
"69908.57	65796	28226	12894	36	835	-1190	-579	559	3855963	-11573596	36952	31812	-556	23805	303"
"69909.57	65849	28237	12830	-18	800	-1343	-860	556	3855909	-11573722	36874	31817	-694	23776	316"
"69910.57	65922	28280	12898	15	861	-496	-611	560	3855855	-11573847	36794	31856	-751	23726	272"
"69911.57	65997	28227	12855	-16	811	-205	-727	558	3855799	-11573973	36711	31786	-928	23646	231"
"69912.57	66068	28227	12827	-65	806	-197	-914	557	3855743	-11574097	36627	31776	-932	23604	239"
"69913.57	66133	28243	12856	-42	808	-248	-810	557	3855687	-11574221	36541	31785	-686	23550	268"
"69914.57	66205	28244	12845	-36	774	-307	-736	555	3855629	-11574342	36454	31776	-533	23562	306"
"69915.57	66287	28248	12856	-19	760	-322	-837	555	3855570	-11574464	36361	31770	-544	23557	290"
"69916.57	66356	28254	12847	-40	765	-228	-797	554	3855512	-11574588	36270	31767	-588	23527	277"
"69917.57	66428	28261	12854	-31	755	-227	-966	554	3855452	-11574707	36180	31764	-717	23488	268"
"69918.57	66492	28270	12854	-25	733	-203	-666	553	3855393	-11574829	36090	31766	-1275	23407	285"
"69919.57	66554	28282	12892	-7	755	326	-859	555	3855332	-11574949	36001	31771	-1849	23238	282"
"69920.57	66620	28295	12939	7	799	597	-949	557	3855271	-11575068	35913	31776	-2099	23052	248"
"69921.57	66688	28308	12952	-3	822	592	-716	558	3855207	-11575186	35823	31782	-2071	22882	233"
"69922.57	66753	28318	12949	-20	823	734	-954	557	3855141	-11575302	35734	31785	-2101	22737	222"
"69923.57	66828	28326	12983	18	814	768	-719	558	3855073	-11575413	35644	31783	-2129	22593	199"
"69924.57	66904	28336	13013	27	831	615	-825	557	3855002	-11575524	35552	31784	-2251	22450	192"
"69925.57	66975	28338	13036	53	827	-19	-855	558	3854929	-11575632	35458	31776	-2237	22278	203"
"69926.57	67050	28337	12968	70	711	-512	-899	552	3854854	-11575737	35363	31765	-2235	22172	212"
"69927.57	67127	28345	12969	89	684	-722	-677	550	3854776	-11575842	35271	31763	-2087	22055	243"
"69928.57	67201	28354	13013	113	716	-720	-793	553	3854696	-11575941	35176	31764	-2076	21933	250"
"69929.57	67287	28360	13062	132	749	-266	-746	554	3854614	-11576038	35080	31760	-2020	21782	210"
"69930.57	67370	28367	13066	151	727	-307	-738	555	3854529	-11576132	34990	31756	-2097	21660	186"
"69931.57	67453	28377	13093	158	734	-173	-724	554	3854443	-11576226	34896	31756	-2008	21529	175"
"69932.57	67513	28388	13078	134	721	-395	-601	553	3854356	-11576316	34800	31759	-1739	21389	239"
"69933.57	67583	28397	13055	123	704	-573	-750	552	3854268	-11576400	34703	31761	-1518	21312	306"
"69934.57	67678	28402	13057	134	705	-472	-861	552	3854177	-11576483	34606	31753	-1287	21241	313"
"69935.57	67750	28408	13052	122	713	-537	-847	552	3854085	-11576566	34517	31750	-1218	21181	299"
"69936.57	67820	28413	13043	115	711	-437	-748	552	3853992	-11576646	34437	31747	-1194	21107	298"
"69937.57	67877	28418	12996	80	681	-249	-660	551	3853897	-11576723	34363	31744	-1284	21017	283"
"69938.57	67944	28426	12981	78	665	-108	-591	548	3853803	-11576799	34286	31745	-1216	20934	275"
"69939.57	68009	28437	12972	66	666	-387	-803	550	3853707	-11576873	34205	31749	-1189	20878	292"
"69940.57	68082	28441	12962	59	658	-365	-770	548	3853611	-11576947	34122	31743	-1157	20794	273"
"69941.57	68152	28450	12962	82	646	-322	-679	549	3853514	-11577018	34037	31744	-1244	20736	259"
"69942.57	68219	28459	12959	95	630	-142	-938	547	3853417	-11577088	33953	31745	-1185	20664	270"
"69943.57	68292	28470	12972	101	638	28	-893	549	3853319	-11577156	33868	31747	-1319	20589	254"
"69944.57	68361	28481	13005	91	676	-29	-785	551	3853220	-11577221	33783	31750	-1308	20482	265"
"69945.57	68425	28491	13007	91	682	-104	-857	551	3853121	-11577285	33697	31754	-1276	20398	291"
"69946.57	68493	28504	13029	70	719	-23	-840	553	3853020	-11577348	33614	31758	-1166	20333	302"
"69947.57	68568	28511	13039	62	739	-108	-720	555	3852919	-11577408	33532	31756	-1263	20237	261"
"69948.57	68631	28521	13030	39	740	-272	-744	554	3852817	-11577466	33452	31759	-1379	20145	267"
"69949.57	68699	28529	13030	33	745	-389	-741	555	3852715	-11577523	33370	31760	-1239	20054	259"
"69950.57	68769	28537	13011	42	723	-394	-858	553	3852612	-11577578	33284	31759	-1397	19987	272"
"69951.57	68835	28545	13008	54	716	-527	-814	554	3852509	-11577630	33198	31759	-1686	19859	278"
"69952.57	68903	28553	13011	90	712	-597	-723	553	3852406	-11577678	33120	31759	-1729	19737	279"
"69953.57	68972	28561	13005	78	713	-615	-758	552	3852302	-11577726	33047	31759	-1809	19625	300"
"69954.57	69037	28567	12992	101	701	-665	-735	552	3852197	-11577771	32973	31757	-1912	19482	297"
"69955.57	69102	28574	12981	116	692	-671	-817	551	3852091	-11577812	32901	31756	-1901	19366	298"
"69956.57	69166	28581	12991	132	706	-687	-694	553	3851985	-11577851	32828	31756	-1917	19231	302"
"69957.57	69230	28587	12982	158	700	-780	-803	553	3851878	-11577885	32756	31754	-1982	19112	303"
"69958.57	69296	28590	12993	164	718	-811	-811	553	3851770	-11577916	32684	31748	-1941	18981	299"
"69959.57	69368	28590	12978	189	707	-884	-839	554	3851661	-11577945	32595	31740	-1829	18871	279"
"69960.57	69433	28587	12969	212	698	-797	-907	553	3851552	-11577971	32504	31727	-1637	18787	291"
"69961.57	69504	28584	12987	287	716	-1202	-844	560	3851441	-11577994	32413	31714	-1427	18718	305"
"69962.57	69565	28577	12923	183	662	-124	-668	552	3851331	-11578013	32326	31699	-1267	18685	293"
"69963.57	69633	28588	12911	95	652	715	-679	548	3851221	-11578030	32255	31702	-1183	18520	236"
"69964.57	69693	28593	12830	166	562	773	-586	546	3851112	-11578043	32184	31700	-1318	18450	253"
"69965.57	69762	28617	12766	196	482	1147	-628	542	3851002	-11578057	32115	31718	-1514	18394	228"
"69966.57	69834	28644	12902	191	616	557	-858	548	3850892	-11578067	32046	31739	-1340	18279	254"
"69967.57	69901	28654	12903	175	621	287	-769	549	3850782	-11578076	31976	31740	-1152	18223	269"
"69968.57	69978	28656	12905	183	625	-349	-689	549	3850671	-11578082	31906	31733	-959	18174	237"
"69969.57	70046	28658	12835	167	558	-966	-697	545	3850561	-11578086	31834	31726	-907	18147	258"
"69970.57	70122	28676	12760	220	476	-953	-906	541	3850450	-11578087	31758	31737	-703	18106	213"
"69971.57	70203	28676	12803	345	504	-567	-666	547	3850338	-11578090	31667	31726	-904	18130	194"
"69972.57	70290	28675	12881	309	551	644	-730	546	3850226	-11578092	31574	31714	-807	18115	161"
"69973.57	70377	28684	12886	196	543	-290	-780	543	3850114	-11578092	31478	31713	-733	18005	130"
"69974.57	70465	28698	12923	137	572	-1139	-622	543	3850002	-11578091	31376	31717	-745	17922	205"
"69975.57	70540	28708	12862	138	508	-1340	-778	541	3849890	-11578090	31268	31718	-624	17891	295"
"69976.57	70626	28719	12906	92	555	-1395	-756	543	3849779	-11578087	31160	31719	-690	17876	306"
"69977.57	70713	28734	12967	101	621	-1040	-742	547	3849668	-11578083	31050	31724	-658	17804	276"
"69978.57	70781	28739	12936	118	595	-1135	-797	546	3849556	-11578076	30941	31721	-870	17778	284"
"69979.57	70849	28743	12934	109	607	-1448	-758	547	3849446	-11578069	30832	31717	-859	17708	357"
"69980.57	70920	28753	12913	45	595	-1035	-610	546	3849335	-11578063	30733	31720	-836	17656	319"
"69981.57	70986	28752	12878	171	588	-1711	-589	549	3849224	-11578053	30641	31710	-1051	17573	322"
"69982.57	71045	28766	12818	96	536	-1873	-668	539	3849113	-11578042	30558	31718	-1245	17556	370"
"69983.57	71107	28771	12805	34	534	-1210	-661	536	3849002	-11578028	30484	31715	-1235	17374	356"
"69984.57	71174	28775	12780	95	529	-632	-688	540	3848891	-11578015	30411	31710	-1663	17283	295"
"69985.57	71235	28781	12758	96	510	-495	-722	539	3848781	-11577998	30336	31710	-1690	17171	283"
"69986.57	71302	28788	12792	135	552	388	-569	547	3848670	-11577979	30255	31709	-1686	17057	232"
"69987.57	71381	28795	12775	165	537	-27	-654	543	3848562	-11577957	30171	31706	-1460	17019	218"
"69988.57	71458	28806	12737	166	499	-435	-621	540	3848452	-11577932	30084	31709	-1425	16924	217"
"69989.57	71538	28817	12822	134	577	-414	-612	546	3848344	-11577903	29994	31711	-1735	16802	234"
"69990.57	71617	28821	12822	27	555	-876	-607	541	3848236	-11577876	29901	31706	-2050	16599	229"
"69991.57	71692	28832	12898	2	632	-896	-617	548	3848127	-11577842	29807	31708	-2242	16373	229"
"69992.57	71765	28844	12828	87	584	-633	-822	544	3848021	-11577807	29713	31712	-2216	16261	227"
"69993.57	71836	28852	12731	80	476	-285	-562	541	3847914	-11577767	29623	31712	-2103	16100	235"
"69994.57	71916	28854	12775	115	532	-42	-784	542	3847809	-11577723	29533	31704	-1897	15982	213"
"69995.57	71979	28865	12721	47	444	415	-702	533	3847704	-11577677	29436	31708	-1703	15862	278"
"69996.57	72060	28878	12814	64	558	543	-513	539	3847601	-11577627	29352	31712	-1515	15742	257"
"69997.57	72141	28893	12822	110	588	578	-724	547	3847498	-11577573	29272	31719	-1480	15729	237"
"69998.57	72215	28908	12848	100	611	211	-555	549	3847396	-11577519	29197	31725	-1290	15639	212"
"69999.57	72287	28917	12850	83	602	527	-802	548	3847295	-11577461	29120	31726	-1280	15564	197"
"70000.57	72363	28921	12867	85	614	746	-681	548	3847194	-11577401	29041	31722	-1253	15481	173"
"70001.57	72429	28929	12753	110	488	698	-599	537	3847094	-11577340	28960	31722	-1418	15382	194"
"70002.57	72504	28929	12783	26	472	406	-574	539	3846995	-11577277	28876	31713	-1337	15246	174"
"70003.57	72583	28946	12843	66	554	714	-582	542	3846897	-11577211	28784	31722	-1263	15178	185"
"70004.57	72674	28977	12893	50	589	781	-706	546	3846799	-11577143	28696	31744	-1170	15166	161"
"70005.57	72747	28985	12810	45	481	764	-521	538	3846702	-11577075	28604	31743	-990	15063	200"
"70006.57	72824	29002	12801	63	479	609	-772	539	3846605	-11577002	28515	31753	-1057	14996	216"
"70007.57	72897	29008	12811	47	472	976	-780	537	3846509	-11576931	28429	31750	-1334	14915	229"
"70008.57	72976	29007	12789	129	500	285	-711	542	3846414	-11576857	28347	31739	-1369	14813	188"
"70009.57	73051	29012	12785	136	495	-222	-783	539	3846319	-11576780	28267	31735	-1408	14772	205"
"70010.57	73127	29019	12783	194	536	-1231	-768	545	3846226	-11576701	28183	31734	-1372	14676	198"
"70011.57	73208	29026	12759	94	430	-922	-697	535	3846133	-11576622	28096	31731	-1495	14600	222"
"70012.57	73288	29035	12645	144	331	-1613	-613	523	3846042	-11576541	28001	31731	-1477	14373	188"
"70013.57	73369	29046	12577	214	298	-2098	-651	516	3845950	-11576458	27897	31733	-1768	14337	287"
"70014.57	73457	29048	12550	195	244	-1689	-651	522	3845860	-11576371	27791	31725	-1255	14204	264"
"70015.57	73524	29048	12519	202	223	-1181	-637	516	3845770	-11576283	27687	31716	-1093	14165	357"
"70016.57	73604	29048	12530	109	159	133	-683	507	3845683	-11576192	27575	31707	-892	14082	341"
"70017.57	73676	29052	12407	303	182	-291	-576	530	3845597	-11576101	27478	31701	-946	14004	302"
"70018.57	73735	29064	12389	336	188	-415	-528	524	3845512	-11576008	27383	31708	-1381	14025	365"
"70019.57	73796	29064	12485	394	390	-1299	-659	540	3845427	-11575912	27282	31700	-1520	13891	374"
"70020.57	73857	29071	12459	358	345	-1056	-522	541	3845344	-11575817	27193	31700	-1418	13872	426"
"70021.57	73912	29082	12383	323	238	-1071	-570	522	3845263	-11575718	27109	31706	-1418	13681	397"
"70022.57	73973	29084	12465	263	332	-1565	-509	526	3845183	-11575618	27031	31701	-1517	13582	395"
"70023.57	74015	29089	12418	287	316	-605	-603	542	3845104	-11575518	26959	31700	-1595	13453	435"
"70024.57	74083	29095	12396	284	308	-769	-590	534	3845027	-11575413	26892	31698	-1565	13360	376"
"70025.57	74107	29104	12350	280	275	-471	-586	513	3844952	-11575309	26829	31705	-1647	13218	483"
"70026.57	74176	29105	12383	335	406	637	-489	548	3844877	-11575202	26764	31698	-1704	13168	272"
"70027.57	74254	29107	12445	228	400	-952	-653	530	3844803	-11575093	26715	31691	-1601	13039	338"
"70028.57	74305	29117	12405	309	470	-1966	-577	542	3844730	-11574984	26638	31695	-1714	12933	352"
"70029.57	74369	29122	12407	282	441	-289	-585	540	3844660	-11574871	26556	31693	-1786	12893	326"
"70030.57	74441	29124	12296	314	279	637	-514	528	3844592	-11574758	26488	31687	-2052	12659	185"
"70031.57	74519	29137	12206	339	152	-190	-644	522	3844526	-11574643	26413	31691	-1983	12449	137"
"70032.57	74598	29153	12231	336	171	-460	-652	535	3844463	-11574527	26330	31699	-2027	12299	219"
"70033.57	74679	29167	12287	280	169	-232	-511	523	3844402	-11574408	26238	31705	-1823	12174	242"
"70034.57	74763	29175	12442	186	268	1246	-569	523	3844342	-11574286	26146	31703	-1815	12067	177"
"70035.57	74860	29175	12604	45	330	1062	-472	526	3844286	-11574163	26057	31691	-1607	11942	200"
"70036.57	74937	29183	12560	100	360	-1018	-483	522	3844229	-11574039	25961	31690	-1782	11834	235"
"70037.57	75000	29213	12488	207	457	-2888	-491	541	3844175	-11573912	25864	31715	-1797	11732	392"
"70038.57	75080	29226	12472	276	542	-385	-765	550	3844122	-11573786	25768	31720	-1748	11746	304"
"70039.57	75161	29231	12507	207	500	-857	-666	543	3844074	-11573656	25688	31716	-1749	11547	310"
"70040.57	75230	29235	12451	264	515	-776	-727	543	3844026	-11573526	25599	31711	-1736	11437	281"
"70041.57	75299	29242	12412	283	478	-1246	-652	546	3843981	-11573394	25510	31711	-1661	11345	283"
"70042.57	75363	29248	12323	355	379	773	-619	537	3843937	-11573262	25417	31709	-1353	11223	235"
"70043.57	75455	29253	12324	377	429	-219	-601	547	3843897	-11573128	25325	31704	-1138	11156	179"
"70044.57	75528	29265	12287	398	344	-93	-573	541	3843857	-11572994	25238	31708	-1095	11141	235"
"70045.57	75620	29269	12288	418	366	-164	-677	544	3843820	-11572859	25147	31702	-1152	11013	186"
"70046.57	75708	29272	12336	373	381	-1366	-752	542	3843783	-11572721	25056	31695	-1271	10963	251"
"70047.57	75792	29282	12330	404	435	-1341	-575	547	3843748	-11572584	24962	31696	-1038	10893	236"
"70048.57	75881	29294	12368	379	470	-1356	-666	549	3843715	-11572447	24867	31698	-858	10882	271"
"70049.57	75959	29303	12464	301	546	-1002	-594	551	3843682	-11572309	24775	31698	-792	10850	343"
"70050.57	76044	29304	12475	307	587	34	-530	549	3843651	-11572169	24684	31689	-573	10858	205"
"70051.57	76121	29313	12392	425	613	1378	-651	557	3843621	-11572031	24594	31690	-507	10869	191"
"70052.57	76198	29319	12405	404	479	2755	-626	547	3843591	-11571891	24505	31687	-504	10846	149"
"70053.57	76271	29321	12361	449	434	2045	-628	551	3843562	-11571749	24416	31680	-674	10718	131"
"70054.57	76339	29338	12238	599	404	2651	-613	555	3843532	-11571611	24327	31690	-582	10716	109"
"70055.57	76426	29343	12404	445	407	1498	-766	547	3843503	-11571469	24242	31686	-625	10684	132"
"70056.57	76503	29344	12438	373	284	-378	-487	538	3843475	-11571328	24166	31678	-769	10562	226"
"70057.57	76577	29355	12382	396	159	-572	-599	530	3843447	-11571186	24085	31681	-780	10448	271"
"70058.57	76651	29366	12325	474	203	416	-566	542	3843419	-11571044	24011	31684	-1006	10398	232"
"70059.57	76731	29380	12342	486	261	679	-565	545	3843393	-11570902	23937	31689	-1306	10334	220"
"70060.57	76814	29381	12466	368	283	13	-767	538	3843368	-11570758	23861	31681	-1511	10233	204"
"70061.57	76890	29392	12537	290	265	-469	-509	532	3843344	-11570614	23782	31684	-1532	10079	258"
"70062.57	76973	29409	12602	251	505	-1758	-614	542	3843324	-11570469	23703	31692	-1810	10002	284"
"70063.57	77043	29420	12588	240	368	-686	-641	535	3843305	-11570327	23624	31696	-1731	9948	307"
"70064.57	77124	29413	12685	117	274	-236	-703	516	3843287	-11570183	23543	31679	-1733	9691	242"
"70065.57	77195	29421	12665	120	252	-424	-606	514	3843273	-11570037	23463	31679	-1797	9568	225"
"70066.57	77269	29433	12639	142	266	-769	-493	527	3843261	-11569892	23381	31683	-1744	9445	237"
"70067.57	77344	29451	12564	210	291	-819	-663	527	3843251	-11569747	23300	31694	-1781	9334	245"
"70068.57	77419	29451	12575	189	210	-964	-555	507	3843245	-11569602	23217	31686	-1633	9212	282"
"70069.57	77498	29457	12596	157	276	-629	-664	515	3843239	-11569454	23133	31682	-1470	9096	252"
"70070.57	77575	29466	12527	222	282	-431	-561	521	3843237	-11569309	23052	31683	-1676	9048	258"
"70071.57	77646	29474	12491	250	325	-639	-659	531	3843237	-11569163	22973	31683	-1596	8912	252"
"70072.57	77724	29484	12485	250	350	-707	-669	531	3843239	-11569018	22892	31685	-1668	8837	246"
"70073.57	77796	29491	12485	243	281	-1138	-754	528	3843242	-11568872	22810	31684	-1438	8696	300"
"70074.57	77872	29501	12501	205	333	-1204	-652	529	3843249	-11568726	22728	31686	-1332	8628	301"
"70075.57	77950	29509	12517	181	329	-738	-745	524	3843257	-11568579	22651	31686	-1342	8573	299"
